PAYLOAD
66,"{""calendarCode"":""1"",""schoolReference"":""{\""schoolId\"":\""130\""}"",""schoolYearTypeReference"":""{\""schoolYear\"":\""2017\""}"",""calendarTypeDescriptor"":""School"",""gradeLevels"":""'abc'""}"
67,"{""calendarCode"":""1"",""schoolReference"":""{\""schoolId\"":\""132\""}"",""schoolYearTypeReference"":""{\""schoolYear\"":\""2017\""}"",""calendarTypeDescriptor"":""School"",""gradeLevels"":""'abc'""}"
68,"{""calendarCode"":""1"",""schoolReference"":""{\""schoolId\"":\""133\""}"",""schoolYearTypeReference"":""{\""schoolYear\"":\""2017\""}"",""calendarTypeDescriptor"":""School"",""gradeLevels"":""'abc'""}"
69,"{""calendarCode"":""1"",""schoolReference"":""{\""schoolId\"":\""136\""}"",""schoolYearTypeReference"":""{\""schoolYear\"":\""2017\""}"",""calendarTypeDescriptor"":""School"",""gradeLevels"":""'abc'""}"
70,"{""calendarCode"":""1"",""schoolReference"":""{\""schoolId\"":\""138\""}"",""schoolYearTypeReference"":""{\""schoolYear\"":\""2017\""}"",""calendarTypeDescriptor"":""School"",""gradeLevels"":""'abc'""}"
71,"{""calendarCode"":""1"",""schoolReference"":""{\""schoolId\"":\""140\""}"",""schoolYearTypeReference"":""{\""schoolYear\"":\""2017\""}"",""calendarTypeDescriptor"":""School"",""gradeLevels"":""'abc'""}"
72,"{""calendarCode"":""1"",""schoolReference"":""{\""schoolId\"":\""141\""}"",""schoolYearTypeReference"":""{\""schoolYear\"":\""2017\""}"",""calendarTypeDescriptor"":""School"",""gradeLevels"":""'abc'""}"
73,"{""calendarCode"":""1"",""schoolReference"":""{\""schoolId\"":\""143\""}"",""schoolYearTypeReference"":""{\""schoolYear\"":\""2017\""}"",""calendarTypeDescriptor"":""School"",""gradeLevels"":""'abc'""}"
74,"{""calendarCode"":""1"",""schoolReference"":""{\""schoolId\"":\""144\""}"",""schoolYearTypeReference"":""{\""schoolYear\"":\""2017\""}"",""calendarTypeDescriptor"":""School"",""gradeLevels"":""'abc'""}"
75,"{""calendarCode"":""1"",""schoolReference"":""{\""schoolId\"":\""145\""}"",""schoolYearTypeReference"":""{\""schoolYear\"":\""2017\""}"",""calendarTypeDescriptor"":""School"",""gradeLevels"":""'abc'""}"
76,"{""calendarCode"":""1"",""schoolReference"":""{\""schoolId\"":\""146\""}"",""schoolYearTypeReference"":""{\""schoolYear\"":\""2017\""}"",""calendarTypeDescriptor"":""School"",""gradeLevels"":""'abc'""}"
77,"{""calendarCode"":""1"",""schoolReference"":""{\""schoolId\"":\""147\""}"",""schoolYearTypeReference"":""{\""schoolYear\"":\""2017\""}"",""calendarTypeDescriptor"":""School"",""gradeLevels"":""'abc'""}"
78,"{""calendarCode"":""1"",""schoolReference"":""{\""schoolId\"":\""148\""}"",""schoolYearTypeReference"":""{\""schoolYear\"":\""2017\""}"",""calendarTypeDescriptor"":""School"",""gradeLevels"":""'abc'""}"
79,"{""calendarCode"":""1"",""schoolReference"":""{\""schoolId\"":\""149\""}"",""schoolYearTypeReference"":""{\""schoolYear\"":\""2017\""}"",""calendarTypeDescriptor"":""School"",""gradeLevels"":""'abc'""}"
80,"{""calendarCode"":""1"",""schoolReference"":""{\""schoolId\"":\""150\""}"",""schoolYearTypeReference"":""{\""schoolYear\"":\""2017\""}"",""calendarTypeDescriptor"":""School"",""gradeLevels"":""'abc'""}"
81,"{""calendarCode"":""1"",""schoolReference"":""{\""schoolId\"":\""151\""}"",""schoolYearTypeReference"":""{\""schoolYear\"":\""2017\""}"",""calendarTypeDescriptor"":""School"",""gradeLevels"":""'abc'""}"
82,"{""calendarCode"":""1"",""schoolReference"":""{\""schoolId\"":\""152\""}"",""schoolYearTypeReference"":""{\""schoolYear\"":\""2017\""}"",""calendarTypeDescriptor"":""School"",""gradeLevels"":""'abc'""}"
83,"{""calendarCode"":""1"",""schoolReference"":""{\""schoolId\"":\""154\""}"",""schoolYearTypeReference"":""{\""schoolYear\"":\""2017\""}"",""calendarTypeDescriptor"":""School"",""gradeLevels"":""'abc'""}"
84,"{""calendarCode"":""1"",""schoolReference"":""{\""schoolId\"":\""155\""}"",""schoolYearTypeReference"":""{\""schoolYear\"":\""2017\""}"",""calendarTypeDescriptor"":""School"",""gradeLevels"":""'abc'""}"
85,"{""calendarCode"":""1"",""schoolReference"":""{\""schoolId\"":\""156\""}"",""schoolYearTypeReference"":""{\""schoolYear\"":\""2017\""}"",""calendarTypeDescriptor"":""School"",""gradeLevels"":""'abc'""}"
86,"{""calendarCode"":""1"",""schoolReference"":""{\""schoolId\"":\""157\""}"",""schoolYearTypeReference"":""{\""schoolYear\"":\""2017\""}"",""calendarTypeDescriptor"":""School"",""gradeLevels"":""'abc'""}"
87,"{""calendarCode"":""1"",""schoolReference"":""{\""schoolId\"":\""158\""}"",""schoolYearTypeReference"":""{\""schoolYear\"":\""2017\""}"",""calendarTypeDescriptor"":""School"",""gradeLevels"":""'abc'""}"
88,"{""calendarCode"":""1"",""schoolReference"":""{\""schoolId\"":\""159\""}"",""schoolYearTypeReference"":""{\""schoolYear\"":\""2017\""}"",""calendarTypeDescriptor"":""School"",""gradeLevels"":""'abc'""}"
89,"{""calendarCode"":""1"",""schoolReference"":""{\""schoolId\"":\""160\""}"",""schoolYearTypeReference"":""{\""schoolYear\"":\""2017\""}"",""calendarTypeDescriptor"":""School"",""gradeLevels"":""'abc'""}"
90,"{""calendarCode"":""1"",""schoolReference"":""{\""schoolId\"":\""161\""}"",""schoolYearTypeReference"":""{\""schoolYear\"":\""2017\""}"",""calendarTypeDescriptor"":""School"",""gradeLevels"":""'abc'""}"
91,"{""calendarCode"":""1"",""schoolReference"":""{\""schoolId\"":\""162\""}"",""schoolYearTypeReference"":""{\""schoolYear\"":\""2017\""}"",""calendarTypeDescriptor"":""School"",""gradeLevels"":""'abc'""}"
92,"{""calendarCode"":""1"",""schoolReference"":""{\""schoolId\"":\""163\""}"",""schoolYearTypeReference"":""{\""schoolYear\"":\""2017\""}"",""calendarTypeDescriptor"":""School"",""gradeLevels"":""'abc'""}"
93,"{""calendarCode"":""1"",""schoolReference"":""{\""schoolId\"":\""164\""}"",""schoolYearTypeReference"":""{\""schoolYear\"":\""2017\""}"",""calendarTypeDescriptor"":""School"",""gradeLevels"":""'abc'""}"
94,"{""calendarCode"":""1"",""schoolReference"":""{\""schoolId\"":\""165\""}"",""schoolYearTypeReference"":""{\""schoolYear\"":\""2017\""}"",""calendarTypeDescriptor"":""School"",""gradeLevels"":""'abc'""}"
95,"{""calendarCode"":""1"",""schoolReference"":""{\""schoolId\"":\""166\""}"",""schoolYearTypeReference"":""{\""schoolYear\"":\""2017\""}"",""calendarTypeDescriptor"":""School"",""gradeLevels"":""'abc'""}"
96,"{""calendarCode"":""1"",""schoolReference"":""{\""schoolId\"":\""168\""}"",""schoolYearTypeReference"":""{\""schoolYear\"":\""2017\""}"",""calendarTypeDescriptor"":""School"",""gradeLevels"":""'abc'""}"
97,"{""calendarCode"":""1"",""schoolReference"":""{\""schoolId\"":\""170\""}"",""schoolYearTypeReference"":""{\""schoolYear\"":\""2017\""}"",""calendarTypeDescriptor"":""School"",""gradeLevels"":""'abc'""}"
98,"{""calendarCode"":""1"",""schoolReference"":""{\""schoolId\"":\""171\""}"",""schoolYearTypeReference"":""{\""schoolYear\"":\""2017\""}"",""calendarTypeDescriptor"":""School"",""gradeLevels"":""'abc'""}"
99,"{""calendarCode"":""1"",""schoolReference"":""{\""schoolId\"":\""172\""}"",""schoolYearTypeReference"":""{\""schoolYear\"":\""2017\""}"",""calendarTypeDescriptor"":""School"",""gradeLevels"":""'abc'""}"
100,"{""calendarCode"":""1"",""schoolReference"":""{\""schoolId\"":\""173\""}"",""schoolYearTypeReference"":""{\""schoolYear\"":\""2017\""}"",""calendarTypeDescriptor"":""School"",""gradeLevels"":""'abc'""}"
101,"{""calendarCode"":""1"",""schoolReference"":""{\""schoolId\"":\""174\""}"",""schoolYearTypeReference"":""{\""schoolYear\"":\""2017\""}"",""calendarTypeDescriptor"":""School"",""gradeLevels"":""'abc'""}"
102,"{""calendarCode"":""1"",""schoolReference"":""{\""schoolId\"":\""175\""}"",""schoolYearTypeReference"":""{\""schoolYear\"":\""2017\""}"",""calendarTypeDescriptor"":""School"",""gradeLevels"":""'abc'""}"
103,"{""calendarCode"":""1"",""schoolReference"":""{\""schoolId\"":\""176\""}"",""schoolYearTypeReference"":""{\""schoolYear\"":\""2017\""}"",""calendarTypeDescriptor"":""School"",""gradeLevels"":""'abc'""}"
104,"{""calendarCode"":""1"",""schoolReference"":""{\""schoolId\"":\""177\""}"",""schoolYearTypeReference"":""{\""schoolYear\"":\""2017\""}"",""calendarTypeDescriptor"":""School"",""gradeLevels"":""'abc'""}"
105,"{""calendarCode"":""1"",""schoolReference"":""{\""schoolId\"":\""178\""}"",""schoolYearTypeReference"":""{\""schoolYear\"":\""2017\""}"",""calendarTypeDescriptor"":""School"",""gradeLevels"":""'abc'""}"
106,"{""calendarCode"":""1"",""schoolReference"":""{\""schoolId\"":\""179\""}"",""schoolYearTypeReference"":""{\""schoolYear\"":\""2017\""}"",""calendarTypeDescriptor"":""School"",""gradeLevels"":""'abc'""}"
107,"{""calendarCode"":""1"",""schoolReference"":""{\""schoolId\"":\""180\""}"",""schoolYearTypeReference"":""{\""schoolYear\"":\""2017\""}"",""calendarTypeDescriptor"":""School"",""gradeLevels"":""'abc'""}"
108,"{""calendarCode"":""1"",""schoolReference"":""{\""schoolId\"":\""181\""}"",""schoolYearTypeReference"":""{\""schoolYear\"":\""2017\""}"",""calendarTypeDescriptor"":""School"",""gradeLevels"":""'abc'""}"
109,"{""calendarCode"":""1"",""schoolReference"":""{\""schoolId\"":\""182\""}"",""schoolYearTypeReference"":""{\""schoolYear\"":\""2017\""}"",""calendarTypeDescriptor"":""School"",""gradeLevels"":""'abc'""}"
110,"{""calendarCode"":""1"",""schoolReference"":""{\""schoolId\"":\""183\""}"",""schoolYearTypeReference"":""{\""schoolYear\"":\""2017\""}"",""calendarTypeDescriptor"":""School"",""gradeLevels"":""'abc'""}"
111,"{""calendarCode"":""1"",""schoolReference"":""{\""schoolId\"":\""184\""}"",""schoolYearTypeReference"":""{\""schoolYear\"":\""2017\""}"",""calendarTypeDescriptor"":""School"",""gradeLevels"":""'abc'""}"
112,"{""calendarCode"":""1"",""schoolReference"":""{\""schoolId\"":\""185\""}"",""schoolYearTypeReference"":""{\""schoolYear\"":\""2017\""}"",""calendarTypeDescriptor"":""School"",""gradeLevels"":""'abc'""}"
113,"{""calendarCode"":""1"",""schoolReference"":""{\""schoolId\"":\""186\""}"",""schoolYearTypeReference"":""{\""schoolYear\"":\""2017\""}"",""calendarTypeDescriptor"":""School"",""gradeLevels"":""'abc'""}"
114,"{""calendarCode"":""1"",""schoolReference"":""{\""schoolId\"":\""187\""}"",""schoolYearTypeReference"":""{\""schoolYear\"":\""2017\""}"",""calendarTypeDescriptor"":""School"",""gradeLevels"":""'abc'""}"
115,"{""calendarCode"":""1"",""schoolReference"":""{\""schoolId\"":\""188\""}"",""schoolYearTypeReference"":""{\""schoolYear\"":\""2017\""}"",""calendarTypeDescriptor"":""School"",""gradeLevels"":""'abc'""}"
116,"{""calendarCode"":""1"",""schoolReference"":""{\""schoolId\"":\""189\""}"",""schoolYearTypeReference"":""{\""schoolYear\"":\""2017\""}"",""calendarTypeDescriptor"":""School"",""gradeLevels"":""'abc'""}"
117,"{""calendarCode"":""1"",""schoolReference"":""{\""schoolId\"":\""190\""}"",""schoolYearTypeReference"":""{\""schoolYear\"":\""2017\""}"",""calendarTypeDescriptor"":""School"",""gradeLevels"":""'abc'""}"
118,"{""calendarCode"":""1"",""schoolReference"":""{\""schoolId\"":\""194\""}"",""schoolYearTypeReference"":""{\""schoolYear\"":\""2017\""}"",""calendarTypeDescriptor"":""School"",""gradeLevels"":""'abc'""}"
119,"{""calendarCode"":""1"",""schoolReference"":""{\""schoolId\"":\""251\""}"",""schoolYearTypeReference"":""{\""schoolYear\"":\""2017\""}"",""calendarTypeDescriptor"":""School"",""gradeLevels"":""'abc'""}"
120,"{""calendarCode"":""1"",""schoolReference"":""{\""schoolId\"":\""393\""}"",""schoolYearTypeReference"":""{\""schoolYear\"":\""2017\""}"",""calendarTypeDescriptor"":""School"",""gradeLevels"":""'abc'""}"
121,"{""calendarCode"":""1"",""schoolReference"":""{\""schoolId\"":\""395\""}"",""schoolYearTypeReference"":""{\""schoolYear\"":\""2017\""}"",""calendarTypeDescriptor"":""School"",""gradeLevels"":""'abc'""}"
122,"{""calendarCode"":""1"",""schoolReference"":""{\""schoolId\"":\""250\""}"",""schoolYearTypeReference"":""{\""schoolYear\"":\""2017\""}"",""calendarTypeDescriptor"":""School"",""gradeLevels"":""'abc'""}"
